qk_nxTJU3AvZDEgbaRcA3jA8UgQ5VNXM,insieme a,"Nel primo cerchio (nel dominio) ci sono4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}",[],2024- 4-22 18:18:29,typeEsempio1
Bmriu8m2FkRJxIHYTrAn-MhGrvsrwavS,insieme a,"Nel primo cerchio (nel dominio) ci sono4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}",[],2024- 4-22 18:19:7,typeEsempio1
Bmriu8m2FkRJxIHYTrAn-MhGrvsrwavS,cosa c'è nel primo cerchio,"Nel primo cerchio (nel dominio) ci sono4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}","["" cosa c e nel""]",2024- 4-22 18:19:19,typeEsempio1
Bmriu8m2FkRJxIHYTrAn-MhGrvsrwavS,Che elementi ci sono nel primo cerchio?,"Nel primo cerchio (nel dominio) ci sono4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}","["" Che elementi ci sono nel""]",2024- 4-22 18:20:0,typeEsempio1
Bmriu8m2FkRJxIHYTrAn-MhGrvsrwavS,Cosa c’è nel dominio?,"Nel primo cerchio (nel dominio) ci sono4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}","["" Cosa c e nel""]",2024- 4-22 18:20:6,typeEsempio1
Bmriu8m2FkRJxIHYTrAn-MhGrvsrwavS,Che elementi ci sono nel dominio?,"Nel primo cerchio (nel dominio) ci sono4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}","["" Che elementi ci sono nel""]",2024- 4-22 18:20:10,typeEsempio1
Bmriu8m2FkRJxIHYTrAn-MhGrvsrwavS,Quanti elementi ci sono nel primo cerchio?,"Nel primo cerchio (nel dominio) ci sono4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}","["" Quanti elementi ci sono nel""]",2024- 4-22 18:20:16,typeEsempio1
Bmriu8m2FkRJxIHYTrAn-MhGrvsrwavS,Quanti elementi ci sono nel dominio?,"Nel primo cerchio (nel dominio) ci sono4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}","["" Quanti elementi ci sono nel""]",2024- 4-22 18:20:21,typeEsempio1
Bmriu8m2FkRJxIHYTrAn-MhGrvsrwavS,Cosa c’è nel secondo cerchio?,"L'insieme B è composto da 4 elementi: 27, 42, 34, 30.figure{insiemi/esempio1.svg} element{#insieme-codominio--fill--#04ed00}","["" Cosa c e nel""]",2024- 4-22 18:20:25,typeEsempio1
Bmriu8m2FkRJxIHYTrAn-MhGrvsrwavS,Come sono collegati gli elementi tra loro?,,[],2024- 4-22 18:22:3,typeEsempio1
KG9oFeaLiCl8xQcHZM-XbehvuaToScpV,Come sono collegati gli elementi tra loro?,"Non ho capito, prova a formulare la domanda diversamente.","["" Come sono collegati gli elementi tra loro ""]",2024- 4-22 18:23:55,typeEsempio1
bochTguRAaQpIIcYXvYtUXONLDt7I-rg,come sono collegati gli elementi tra di loro,"l'elemento anna è collegato all'elemento 27, l'elemento mario è collegato all'elemento 34, l'elemento luisa è collegato all'elemento 42, l'elemento luigi è collegato all'elemento 30element{#link-anna-27--stroke--#04ed00} element{#link-mario-34--stroke--#04ed00} element{#link-luisa-42--stroke--#04ed00} element{#link-luigi-30--stroke--#04ed00} figure{insiemi/esempio1.svg}","["" come sono collegati gli elementi""]",2024- 4-22 18:25:53,typeEsempio1
TVKPn5SrsWSmEe4MPrs7-q9hnuSly_62,Quali elementi sono collegati dalle frecce?,"l'elemento anna è collegato all'elemento 27, l'elemento mario è collegato all'elemento 34, l'elemento luisa è collegato all'elemento 42, l'elemento luigi è collegato all'elemento 30element{#link-anna-27--stroke--#04ed00} element{#link-mario-34--stroke--#04ed00} element{#link-luisa-42--stroke--#04ed00} element{#link-luigi-30--stroke--#04ed00} figure{insiemi/esempio1.svg}","["" Quali"",""sono"",""dalle""]",2024- 4-22 18:26:59,typeEsempio1
TVKPn5SrsWSmEe4MPrs7-q9hnuSly_62,Anna con cosa è collegata?,La funzione associa l'elemento anna dell'insieme A all'elemento 27 dell'insieme B.figure{insiemi/esempio1.svg} element{#link-anna-27--stroke--#04ed00},"[""con cosa e collegata""]",2024- 4-22 18:27:7,typeEsempio1
TVKPn5SrsWSmEe4MPrs7-q9hnuSly_62,Da Anna quante frecce partono?,La funzione associa l'elemento anna dell'insieme A all'elemento 27 dell'insieme B.figure{insiemi/esempio1.svg} element{#link-anna-27--stroke--#04ed00},"["" Da"",""quante frecce partono""]",2024- 4-22 18:27:14,typeEsempio1
TVKPn5SrsWSmEe4MPrs7-q9hnuSly_62,27 a cosa è collegato,L'elemento 27 dell'insieme B è associato all'elemento anna dell'insieme A.figure{insiemi/esempio1.svg} element{#link-anna-27--stroke--#04ed00},"[""a cosa e collegato""]",2024- 4-22 18:28:21,typeEsempio1
TVKPn5SrsWSmEe4MPrs7-q9hnuSly_62,Dal primo cerchio partono frecce da tutti gli elementi?,"Nel primo cerchio (nel dominio) ci sono 4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}","["" Dal"",""partono frecce da tutti gli elementi""]",2024- 4-22 18:28:27,typeEsempio1
