r2CAVeT7nISRY0iBmaz7ucXoGzmhTsfY,Cosa c’è nel primo cerchio?,"Nel primo cerchio (nel dominio) ci sono6 elementi: mario, luisa, luigi, marta, beatrice, anna.figure{insiemi/esempio7.svg} element{#insieme-dominio--fill--#04ed00}","["" Cosa c e nel""]",2024- 4-22 18:42:20,typeEsempio7
qhYIqK4G7DkbFllkqZkjUsxx_VKr3AwR,Dal primo cerchio partono frecce da tutti gli elementi?,Da tutti gli elementi del primo cerchio (nel dominio) parte almeno una freccia.figure{insiemi/esempio7.svg} element{#insieme-dominio--fill--#04ed00},"["" Dal"",""partono frecce da"",""gli""]",2024- 4-23 18:10:22,typeEsempio7
WTJUINkeBLt4PdknHjGK9w1qq6E6D4cP,A tutti gli elementi del secondo cerchio (o codominio) arriva almeno una freccia?,Ad ogni elemento del secondo cerchio (nel codominio) arriva almeno una freccia.figure{insiemi/esempio7.svg} element{#insieme-codominio--fill--#04ed00},"["" A"",""gli"",""del"",""o codominio"",""almeno una""]",2024- 4-23 18:36:0,typeEsempio7
WTJUINkeBLt4PdknHjGK9w1qq6E6D4cP,Ci sono elementi del primo cerchio (dominio) da cui parte più di una freccia?,"Nel primo cerchio (nel dominio) ci sono 6 elementi: mario, luisa, luigi, marta, beatrice, anna.figure{insiemi/esempio7.svg} element{#insieme-dominio--fill--#04ed00}","["" Ci sono elementi del"",""dominio da cui parte piu di una freccia""]",2024- 4-23 18:36:7,typeEsempio7
V36kEMfX9YtgIQUbP-scjBHpbjUsVFu3,Ci sono elementi del primo cerchio (dominio) da cui parte più di una freccia?,"Nel primo cerchio (nel dominio) ci sono 6 elementi: mario, luisa, luigi, marta, beatrice, anna.figure{insiemi/esempio7.svg} element{#insieme-dominio--fill--#04ed00}","["" Ci sono elementi del"",""dominio da cui parte piu di una freccia""]",2024- 4-23 18:38:4,typeEsempio7
b3GSmPdwB0TFKxdrz0xR58oYDuqo6uo4,Ci sono elementi del primo cerchio (dominio) da cui parte più di una freccia?,"No, da ogni elmento del primo cerchio parte al massimo una freccia.","[""Ci sono"",""del"",""dominio da cui parte"",""di una""]",2024- 4-23 18:39:7,typeEsempio7
9KWnJchJAshd2tsJL3LM5QR3QMWR-mRG,Ci sono elementi del primo cerchio (dominio) da cui parte più di una freccia?,"No, da ogni elmento del primo cerchio parte al massimo una freccia.","[""Ci sono"",""del"",""dominio da cui parte"",""di una""]",2024- 4-23 18:39:52,typeEsempio7
9KWnJchJAshd2tsJL3LM5QR3QMWR-mRG,Da ogni elemento del primo cerchio (o dominio) parte al massimo una freccia?,Da tutti gli elementi del primo cerchio (nel dominio) parte almeno una freccia.figure{insiemi/esempio7.svg} element{#insieme-dominio--fill--#04ed00},"["" Da"",""del primo cerchio o dominio parte al massimo""]",2024- 4-23 18:40:0,typeEsempio7
9KWnJchJAshd2tsJL3LM5QR3QMWR-mRG,Ci sono elementi del primo cerchio (dominio) da cui parte più di una freccia?,"No, da ogni elmento del primo cerchio parte al massimo una freccia.","[""Ci sono"",""del"",""dominio da cui parte"",""di una""]",2024- 4-23 18:40:11,typeEsempio7
9KWnJchJAshd2tsJL3LM5QR3QMWR-mRG,Ci sono elementi del secondo cerchio ( o codominio) a cui arriva più di una freccia?,"Si, a 2 elementi del secondo cerchio (nel codominio) arrivano 2 frecce, a 2 elementi del secondo cerchio (nel codominio) arrivano 2 frecce.","[""Ci sono"",""del"",""o codominio a cui arriva"",""di una""]",2024- 4-23 18:40:18,typeEsempio7
g6oT4iaQUIkBMCPJDI-tvddxcUchIOjg,Ci sono elementi del secondo cerchio ( o codominio) a cui arriva più di una freccia?,"Si, a 27 arrivano 2 frecce, a 42 arrivano 2 frecce.","[""Ci sono"",""del"",""o codominio a cui arriva"",""di una""]",2024- 4-23 18:42:28,typeEsempio7
g6oT4iaQUIkBMCPJDI-tvddxcUchIOjg,27 a cosa è collegato,L'elemento 27 dell'insieme B è associato agli elementi mario e anna dell'insieme A.figure{insiemi/esempio7.svg} element{#link-mario-27--stroke--#04ed00},"[""a cosa e collegato""]",2024- 4-23 18:42:42,typeEsempio7
